SIGNAL,TIMING,TYPE,CYCLE,OFFSET,PHASES,NOTES
PHASE,BARRIER,RING,POSITION,MIN_GREEN,MAX_GREEN,EXTENSION,YELLOW,ALL_RED
1,1,1,1,10,10,0,0,0
2,1,1,2,11,11,0,3,1
3,1,1,3,10,10,0,0,0
4,1,1,4,21,21,0,3,1
70,1,TIMED,60,32,2,NODE 70
1,1,1,1,33,33,0,3,1
2,1,1,2,19,19,0,3,1
72,1,TIMED,60,32,3,NODE 72
1,1,1,1,9,9,0,0,0
2,1,1,2,8,8,0,3,1
3,1,1,3,35,35,0,3,1
75,1,TIMED,60,21,3,NODE 75
1,1,1,1,12,12,0,0,0
2,1,1,2,11,11,0,3,1
3,1,1,3,29,29,0,3,1
76,1,TIMED,60,48,4,NODE 76
1,1,1,1,13,13,0,0,0
2,1,1,2,13,13,0,3,1
3,1,1,3,13,13,0,0,0
4,1,1,4,13,13,0,3,1
77,1,TIMED,60,53,2,NODE 77
1,1,1,1,31,31,0,3,1
2,1,1,2,21,21,0,3,1
120,1,TIMED,60,37,3,NODE 120
1,1,1,1,12,12,0,0,0
2,1,1,2,11,11,0,3,1
3,1,1,3,29,29,0,3,1
122,1,TIMED,60,14,3,NODE 122
1,1,1,1,12,12,0,0,0
2,1,1,2,11,11,0,3,1
3,1,1,3,29,29,0,3,1
125,1,TIMED,60,30,2,NODE 125
1,1,1,1,35,35,0,3,1
2,1,1,2,17,17,0,3,1
127,1,TIMED,60,3,2,NODE 127
1,1,1,1,35,35,0,3,1
2,1,1,2,17,17,0,3,1
128,1,TIMED,60,10,2,NODE 128
1,1,1,1,26,26,0,3,1
2,1,1,2,26,26,0,3,1
148,1,TIMED,60,20,2,NODE 148
1,1,1,1,35,35,0,3,1
2,1,1,2,17,17,0,3,1
168,1,TIMED,60,22,2,NODE 168
1,1,1,1,28,28,0,0,0
2,1,1,2,28,28,0,3,1
174,1,TIMED,60,34,2,NODE 174
1,1,1,1,15,15,0,3,1
2,1,1,2,37,37,0,3,1
177,1,TIMED,60,50,3,NODE 177
1,1,1,1,12,12,0,0,0
2,1,1,2,11,11,0,3,1
3,1,1,3,29,29,0,3,1
280,1,TIMED,60,6,2,NODE 280
1,1,1,1,47,47,0,3,1
2,1,1,2,5,5,0,3,1
284,1,TIMED,60,37,3,NODE 284
1,1,1,1,12,12,0,0,0
2,1,1,2,11,11,0,3,1
3,1,1,3,29,29,0,3,1
288,1,TIMED,60,38,2,NODE 288
1,1,1,1,19,19,0,3,1
2,1,1,2,33,33,0,3,1
296,1,TIMED,60,36,4,NODE 296
1,1,1,1,16,16,0,3,1
2,1,1,2,8,8,0,3,1
3,1,1,3,11,11,0,3,1
4,1,1,4,9,9,0,3,1
307,1,TIMED,60,30,4,NODE 307
1,1,1,1,10,10,0,0,0
2,1,1,2,21,21,0,3,1
3,1,1,3,11,11,0,0,0
4,1,1,4,10,10,0,3,1
309,1,TIMED,60,45,4,NODE 309
1,1,1,1,13,13,0,0,0
2,1,1,2,13,13,0,3,1
3,1,1,3,13,13,0,0,0
4,1,1,4,13,13,0,3,1
310,1,TIMED,60,16,3,NODE 310
1,1,1,1,10,10,0,0,0
2,1,1,2,19,19,0,3,1
3,1,1,3,23,23,0,3,1
359,1,TIMED,60,14,3,NODE 359
1,1,1,1,29,29,0,3,1
2,1,1,2,11,11,0,0,0
3,1,1,3,12,12,0,3,1
376,1,TIMED,60,13,3,NODE 376
1,1,1,1,12,12,0,0,0
2,1,1,2,11,11,0,3,1
3,1,1,3,29,29,0,3,1
422,1,TIMED,60,47,2,NODE 422
1,1,1,1,23,23,0,3,1
2,1,1,2,29,29,0,3,1
425,1,TIMED,60,36,2,NODE 425
1,1,1,1,26,26,0,3,1
2,1,1,2,26,26,0,3,1
427,1,TIMED,60,17,2,NODE 427
1,1,1,1,35,35,0,3,1
2,1,1,2,17,17,0,3,1
432,1,TIMED,60,53,4,NODE 432
1,1,1,1,9,9,0,0,0
2,1,1,2,23,23,0,3,1
3,1,1,3,9,9,0,0,0
4,1,1,4,11,11,0,3,1
447,1,TIMED,60,54,2,NODE 447
1,1,1,1,31,31,0,3,1
2,1,1,2,21,21,0,3,1
448,1,TIMED,60,40,2,NODE 448
1,1,1,1,19,19,0,3,1
2,1,1,2,33,33,0,3,1
450,1,TIMED,60,28,2,NODE 450
1,1,1,1,26,26,0,3,1
2,1,1,2,26,26,0,3,1
460,1,TIMED,60,34,2,NODE 460
1,1,1,1,36,36,0,3,1
2,1,1,2,16,16,0,3,1
478,1,TIMED,60,0,3,NODE 478
1,1,1,1,17,17,0,0,0
2,1,1,2,18,18,0,3,1
3,1,1,3,17,17,0,3,1
480,1,TIMED,60,38,2,NODE 480
1,1,1,1,15,15,0,3,1
2,1,1,2,37,37,0,3,1
483,1,TIMED,60,52,3,NODE 483
1,1,1,1,12,12,0,0,0
2,1,1,2,11,11,0,3,1
3,1,1,3,29,29,0,3,1
489,1,TIMED,60,47,3,NODE 489
1,1,1,1,12,12,0,0,0
2,1,1,2,11,11,0,3,1
3,1,1,3,29,29,0,3,1
490,1,TIMED,60,56,3,NODE 490
1,1,1,1,21,21,0,0,0
2,1,1,2,21,21,0,3,1
3,1,1,3,10,10,0,3,1
493,1,TIMED,60,33,2,NODE 493
1,1,1,1,15,15,0,3,1
2,1,1,2,37,37,0,3,1
514,1,TIMED,60,16,2,NODE 514
1,1,1,1,15,15,0,3,1
2,1,1,2,37,37,0,3,1
515,1,TIMED,60,25,3,NODE 515
1,1,1,1,12,12,0,0,0
2,1,1,2,11,11,0,3,1
3,1,1,3,29,29,0,3,1
519,1,TIMED,60,32,3,NODE 519
1,1,1,1,13,13,0,3,1
2,1,1,2,13,13,0,0,0
3,1,1,3,26,26,0,3,1
523,1,TIMED,60,1,2,NODE 523
1,1,1,1,15,15,0,3,1
2,1,1,2,37,37,0,3,1
543,1,TIMED,60,0,3,NODE 543
1,1,1,1,12,12,0,0,0
2,1,1,2,11,11,0,3,1
3,1,1,3,29,29,0,3,1
549,1,TIMED,60,46,3,NODE 549
1,1,1,1,12,12,0,0,0
2,1,1,2,11,11,0,3,1
3,1,1,3,29,29,0,3,1
557,1,TIMED,60,10,2,NODE 557
1,1,1,1,15,15,0,3,1
2,1,1,2,37,37,0,3,1
558,1,TIMED,60,43,3,NODE 558
1,1,1,1,12,12,0,0,0
2,1,1,2,11,11,0,3,1
3,1,1,3,29,29,0,3,1
560,1,TIMED,60,1,2,NODE 560
1,1,1,1,13,13,0,3,1
2,1,1,2,39,39,0,3,1
563,1,TIMED,60,58,3,NODE 563
1,1,1,1,10,10,0,0,0
2,1,1,2,11,11,0,3,1
3,1,1,3,31,31,0,3,1
564,1,TIMED,60,39,3,NODE 564
1,1,1,1,13,13,0,0,0
2,1,1,2,26,26,0,3,1
3,1,1,3,13,13,0,3,1
567,1,TIMED,60,25,3,NODE 567
1,1,1,1,12,12,0,0,0
2,1,1,2,11,11,0,3,1
3,1,1,3,29,29,0,3,1
573,1,TIMED,60,10,2,NODE 573
1,1,1,1,17,17,0,3,1
2,1,1,2,35,35,0,3,1
576,1,TIMED,60,5,3,NODE 576
1,1,1,1,14,14,0,0,0
2,1,1,2,14,14,0,3,1
3,1,1,3,24,24,0,3,1
585,1,TIMED,60,1,3,NODE 585
1,1,1,1,10,10,0,0,0
2,1,1,2,32,32,0,3,1
3,1,1,3,10,10,0,3,1
590,1,TIMED,60,32,4,NODE 590
1,1,1,1,13,13,0,0,0
2,1,1,2,16,16,0,3,1
3,1,1,3,7,7,0,0,0
4,1,1,4,16,16,0,3,1
591,1,TIMED,60,24,3,NODE 591
1,1,1,1,9,9,0,0,0
2,1,1,2,10,10,0,3,1
3,1,1,3,33,33,0,3,1
596,1,ACTUATED,91,0,3,NODE 596
1,1,1,1,12,19,7,0,0
2,1,1,2,34,54,20,3,1
3,1,1,3,6,10,4,3,1
601,1,TIMED,60,22,4,NODE 601
1,1,1,1,13,13,0,0,0
2,1,1,2,13,13,0,3,1
3,1,1,3,13,13,0,0,0
4,1,1,4,13,13,0,3,1
603,1,TIMED,60,20,4,NODE 603
1,1,1,1,13,13,0,0,0
2,1,1,2,13,13,0,3,1
3,1,1,3,13,13,0,0,0
4,1,1,4,13,13,0,3,1
606,1,TIMED,60,54,3,NODE 606
1,1,1,1,7,7,0,0,0
2,1,1,2,14,14,0,3,1
3,1,1,3,31,31,0,3,1
607,1,TIMED,60,13,4,NODE 607
1,1,1,1,10,10,0,0,0
2,1,1,2,21,21,0,3,1
3,1,1,3,11,11,0,0,0
4,1,1,4,10,10,0,3,1
620,1,TIMED,60,24,3,NODE 620
1,1,1,1,12,12,0,0,0
2,1,1,2,11,11,0,3,1
3,1,1,3,29,29,0,3,1
622,1,TIMED,60,38,3,NODE 622
1,1,1,1,12,12,0,0,0
2,1,1,2,11,11,0,3,1
3,1,1,3,29,29,0,3,1
627,1,TIMED,60,48,2,NODE 627
1,1,1,1,15,15,0,3,1
2,1,1,2,37,37,0,3,1
630,1,TIMED,60,20,2,NODE 630
1,1,1,1,15,15,0,3,1
2,1,1,2,37,37,0,3,1
631,1,TIMED,60,57,3,NODE 631
1,1,1,1,12,12,0,0,0
2,1,1,2,11,11,0,3,1
3,1,1,3,29,29,0,3,1
632,1,TIMED,60,36,3,NODE 632
1,1,1,1,12,12,0,0,0
2,1,1,2,11,11,0,3,1
3,1,1,3,29,29,0,3,1
633,1,TIMED,60,19,2,NODE 633
1,1,1,1,15,15,0,3,1
2,1,1,2,37,37,0,3,1
634,1,TIMED,60,0,2,NODE 634
1,1,1,1,47,47,0,3,1
2,1,1,2,5,5,0,3,1
640,1,TIMED,60,34,3,NODE 640
1,1,1,1,15,15,0,0,0
2,1,1,2,22,22,0,3,1
3,1,1,3,15,15,0,3,1
641,1,TIMED,60,42,3,NODE 641
1,1,1,1,21,21,0,0,0
2,1,1,2,21,21,0,3,1
3,1,1,3,10,10,0,3,1
642,1,TIMED,60,5,2,NODE 642
1,1,1,1,5,5,0,3,1
2,1,1,2,47,47,0,3,1
643,1,TIMED,60,28,2,NODE 643
1,1,1,1,26,26,0,3,1
2,1,1,2,26,26,0,3,1
644,1,TIMED,60,58,3,NODE 644
1,1,1,1,12,12,0,0,0
2,1,1,2,11,11,0,3,1
3,1,1,3,29,29,0,3,1
645,1,TIMED,60,17,4,NODE 645
1,1,1,1,10,10,0,0,0
2,1,1,2,21,21,0,3,1
3,1,1,3,11,11,0,0,0
4,1,1,4,10,10,0,3,1
648,1,TIMED,60,30,2,NODE 648
1,1,1,1,23,23,0,3,1
2,1,1,2,29,29,0,3,1
654,1,TIMED,60,36,3,NODE 654
1,1,1,1,8,8,0,0,0
2,1,1,2,20,20,0,3,1
3,1,1,3,24,24,0,3,1
659,1,TIMED,60,1,3,NODE 659
1,1,1,1,9,9,0,0,0
2,1,1,2,19,19,0,3,1
3,1,1,3,24,24,0,3,1
662,1,TIMED,60,33,3,NODE 662
1,1,1,1,8,8,0,0,0
2,1,1,2,16,16,0,3,1
3,1,1,3,28,28,0,3,1
666,1,TIMED,60,29,2,NODE 666
1,1,1,1,19,19,0,3,1
2,1,1,2,33,33,0,3,1
672,1,TIMED,60,56,3,NODE 672
1,1,1,1,9,9,0,0,0
2,1,1,2,10,10,0,3,1
3,1,1,3,33,33,0,3,1
673,1,TIMED,60,31,2,NODE 673
1,1,1,1,39,39,0,3,1
2,1,1,2,13,13,0,3,1
677,1,TIMED,60,28,2,NODE 677
1,1,1,1,15,15,0,3,1
2,1,1,2,37,37,0,3,1
688,1,TIMED,60,11,2,NODE 688
1,1,1,1,15,15,0,3,1
2,1,1,2,37,37,0,3,1
696,1,TIMED,60,36,2,NODE 696
1,1,1,1,5,5,0,3,1
2,1,1,2,47,47,0,3,1
698,1,TIMED,60,46,2,NODE 698
1,1,1,1,26,26,0,3,1
2,1,1,2,26,26,0,3,1
700,1,ACTUATED,91,0,2,NODE 700
1,1,1,1,39,62,23,3,1
2,1,1,2,13,21,8,3,1
701,1,TIMED,60,14,2,NODE 701
1,1,1,1,5,5,0,3,1
2,1,1,2,47,47,0,3,1
704,1,TIMED,60,28,2,NODE 704
1,1,1,1,9,9,0,0,0
2,1,1,2,47,47,0,3,1
712,1,TIMED,60,52,2,NODE 712
1,1,1,1,12,12,0,3,1
2,1,1,2,40,40,0,3,1
720,1,TIMED,60,33,3,NODE 720
1,1,1,1,14,14,0,0,0
2,1,1,2,14,14,0,3,1
3,1,1,3,24,24,0,3,1
728,1,TIMED,60,0,3,NODE 728
1,1,1,1,15,15,0,0,0
2,1,1,2,15,15,0,3,1
3,1,1,3,22,22,0,3,1
729,1,TIMED,60,55,3,NODE 729
1,1,1,1,15,15,0,0,0
2,1,1,2,15,15,0,3,1
3,1,1,3,22,22,0,3,1
735,1,TIMED,60,11,4,NODE 735
1,1,1,1,10,10,0,0,0
2,1,1,2,13,13,0,3,1
3,1,1,3,11,11,0,0,0
4,1,1,4,18,18,0,3,1
757,1,TIMED,60,0,2,NODE 757
1,1,1,1,5,5,0,3,1
2,1,1,2,47,47,0,3,1
770,1,TIMED,60,18,3,NODE 770
1,1,1,1,15,15,0,0,0
2,1,1,2,30,30,0,3,1
3,1,1,3,7,7,0,3,1
772,1,TIMED,60,40,3,NODE 772
1,1,1,1,19,19,0,0,0
2,1,1,2,19,19,0,3,1
3,1,1,3,14,14,0,3,1
786,1,TIMED,60,50,4,NODE 786
1,1,1,1,10,10,0,3,1
2,1,1,2,15,15,0,3,1
3,1,1,3,14,14,0,3,1
4,1,1,4,5,5,0,3,1
790,1,TIMED,60,58,4,NODE 790
1,1,1,1,13,13,0,0,0
2,1,1,2,13,13,0,3,1
3,1,1,3,13,13,0,0,0
4,1,1,4,13,13,0,3,1
794,1,TIMED,60,32,3,NODE 794
1,1,1,1,8,8,0,0,0
2,1,1,2,16,16,0,3,1
3,1,1,3,28,28,0,3,1
795,1,TIMED,60,35,3,NODE 795
1,1,1,1,21,21,0,0,0
2,1,1,2,21,21,0,3,1
3,1,1,3,10,10,0,3,1
797,1,TIMED,60,51,2,NODE 797
1,1,1,1,42,42,0,3,1
2,1,1,2,10,10,0,3,1
799,1,TIMED,60,28,2,NODE 799
1,1,1,1,19,19,0,3,1
2,1,1,2,33,33,0,3,1
808,1,TIMED,60,29,2,NODE 808
1,1,1,1,17,17,0,3,1
2,1,1,2,35,35,0,3,1
811,1,TIMED,60,27,2,NODE 811
1,1,1,1,26,26,0,3,1
2,1,1,2,26,26,0,3,1
815,1,TIMED,60,8,2,NODE 815
1,1,1,1,26,26,0,3,1
2,1,1,2,26,26,0,3,1
822,1,TIMED,60,4,2,NODE 822
1,1,1,1,16,16,0,3,1
2,1,1,2,36,36,0,3,1
823,1,TIMED,60,31,3,NODE 823
1,1,1,1,7,7,0,0,0
2,1,1,2,14,14,0,3,1
3,1,1,3,31,31,0,3,1
841,1,TIMED,60,39,2,NODE 841
1,1,1,1,15,15,0,3,1
2,1,1,2,37,37,0,3,1
859,1,TIMED,60,51,2,NODE 859
1,1,1,1,5,5,0,3,1
2,1,1,2,47,47,0,3,1
882,1,TIMED,60,0,4,NODE 882
1,1,1,1,7,7,0,0,0
2,1,1,2,30,30,0,3,1
3,1,1,3,8,8,0,0,0
4,1,1,4,7,7,0,3,1
886,1,TIMED,60,45,4,NODE 886
1,1,1,1,17,17,0,0,0
2,1,1,2,18,18,0,3,1
3,1,1,3,8,8,0,0,0
4,1,1,4,9,9,0,3,1
887,1,TIMED,60,33,3,NODE 887
1,1,1,1,7,7,0,0,0
2,1,1,2,21,21,0,3,1
3,1,1,3,24,24,0,3,1
898,1,TIMED,60,23,3,NODE 898
1,1,1,1,6,6,0,0,0
2,1,1,2,20,20,0,3,1
3,1,1,3,26,26,0,3,1
912,1,TIMED,60,19,2,NODE 912
1,1,1,1,13,13,0,3,1
2,1,1,2,39,39,0,3,1
934,1,TIMED,60,39,4,NODE 934
1,1,1,1,9,9,0,0,0
2,1,1,2,8,8,0,3,1
3,1,1,3,16,16,0,3,1
4,1,1,4,15,15,0,3,1
941,1,TIMED,60,44,4,NODE 941
1,1,1,1,14,14,0,3,1
2,1,1,2,8,8,0,3,1
3,1,1,3,12,12,0,3,1
4,1,1,4,10,10,0,3,1
951,1,TIMED,60,20,2,NODE 951
1,1,1,1,15,15,0,3,1
2,1,1,2,37,37,0,3,1
954,1,TIMED,60,12,3,NODE 954
1,1,1,1,12,12,0,0,0
2,1,1,2,11,11,0,3,1
3,1,1,3,29,29,0,3,1
965,1,TIMED,60,6,4,NODE 965
1,1,1,1,9,9,0,0,0
2,1,1,2,8,8,0,3,1
3,1,1,3,18,18,0,0,0
4,1,1,4,17,17,0,3,1
969,1,TIMED,60,43,3,NODE 969
1,1,1,1,22,22,0,3,1
2,1,1,2,15,15,0,0,0
3,1,1,3,15,15,0,3,1
970,1,TIMED,60,42,3,NODE 970
1,1,1,1,12,12,0,0,0
2,1,1,2,11,11,0,3,1
3,1,1,3,29,29,0,3,1
973,1,TIMED,60,43,3,NODE 973
1,1,1,1,21,21,0,0,0
2,1,1,2,21,21,0,3,1
3,1,1,3,10,10,0,3,1
974,1,TIMED,60,8,4,NODE 974
1,1,1,1,17,17,0,0,0
2,1,1,2,18,18,0,3,1
3,1,1,3,8,8,0,0,0
4,1,1,4,9,9,0,3,1
975,1,TIMED,60,56,3,NODE 975
1,1,1,1,8,8,0,0,0
2,1,1,2,16,16,0,3,1
3,1,1,3,28,28,0,3,1
978,1,TIMED,60,44,4,NODE 978
1,1,1,1,13,13,0,0,0
2,1,1,2,13,13,0,3,1
3,1,1,3,13,13,0,0,0
4,1,1,4,13,13,0,3,1
979,1,TIMED,60,8,3,NODE 979
1,1,1,1,21,21,0,0,0
2,1,1,2,21,21,0,3,1
3,1,1,3,10,10,0,3,1
984,1,TIMED,60,29,3,NODE 984
1,1,1,1,12,12,0,0,0
2,1,1,2,11,11,0,3,1
3,1,1,3,29,29,0,3,1
985,1,TIMED,60,30,3,NODE 985
1,1,1,1,12,12,0,0,0
2,1,1,2,11,11,0,3,1
3,1,1,3,29,29,0,3,1
986,1,TIMED,60,29,3,NODE 986
1,1,1,1,28,28,0,3,1
2,1,1,2,8,8,0,0,0
3,1,1,3,16,16,0,3,1
988,1,TIMED,60,26,3,NODE 988
1,1,1,1,16,16,0,0,0
2,1,1,2,8,8,0,3,1
3,1,1,3,28,28,0,3,1
1000,1,TIMED,60,39,3,NODE 1000
1,1,1,1,12,12,0,0,0
2,1,1,2,11,11,0,3,1
3,1,1,3,29,29,0,3,1
1004,1,TIMED,60,47,2,NODE 1004
1,1,1,1,35,35,0,3,1
2,1,1,2,17,17,0,3,1
1005,1,TIMED,60,31,3,NODE 1005
1,1,1,1,15,15,0,0,0
2,1,1,2,15,15,0,3,1
3,1,1,3,22,22,0,3,1
1009,1,TIMED,60,28,2,NODE 1009
1,1,1,1,31,31,0,3,1
2,1,1,2,21,21,0,3,1
1011,1,TIMED,60,5,2,NODE 1011
1,1,1,1,26,26,0,3,1
2,1,1,2,26,26,0,3,1
1018,1,TIMED,60,21,3,NODE 1018
1,1,1,1,9,9,0,0,0
2,1,1,2,10,10,0,3,1
3,1,1,3,33,33,0,3,1
1022,1,TIMED,60,22,2,NODE 1022
1,1,1,1,26,26,0,3,1
2,1,1,2,26,26,0,3,1
1023,1,TIMED,60,4,2,NODE 1023
1,1,1,1,17,17,0,3,1
2,1,1,2,35,35,0,3,1
1025,1,TIMED,60,11,2,NODE 1025
1,1,1,1,35,35,0,3,1
2,1,1,2,17,17,0,3,1
1029,1,TIMED,60,2,2,NODE 1029
1,1,1,1,26,26,0,3,1
2,1,1,2,26,26,0,3,1
1033,1,TIMED,60,32,3,NODE 1033
1,1,1,1,9,9,0,0,0
2,1,1,2,8,8,0,3,1
3,1,1,3,35,35,0,3,1
1036,1,TIMED,60,15,2,NODE 1036
1,1,1,1,9,9,0,3,1
2,1,1,2,43,43,0,3,1
1047,1,TIMED,60,28,2,NODE 1047
1,1,1,1,26,26,0,3,1
2,1,1,2,26,26,0,3,1
1049,1,TIMED,60,47,2,NODE 1049
1,1,1,1,35,35,0,3,1
2,1,1,2,17,17,0,3,1
1064,1,TIMED,60,5,3,NODE 1064
1,1,1,1,16,16,0,0,0
2,1,1,2,8,8,0,3,1
3,1,1,3,28,28,0,3,1
1067,1,TIMED,60,52,3,NODE 1067
1,1,1,1,8,8,0,0,0
2,1,1,2,16,16,0,3,1
3,1,1,3,28,28,0,3,1
1071,1,TIMED,60,47,2,NODE 1071
1,1,1,1,31,31,0,3,1
2,1,1,2,21,21,0,3,1
1072,1,TIMED,60,25,2,NODE 1072
1,1,1,1,31,31,0,3,1
2,1,1,2,21,21,0,3,1
1076,1,TIMED,60,28,2,NODE 1076
1,1,1,1,28,28,0,0,0
2,1,1,2,28,28,0,3,1
1082,1,TIMED,60,41,3,NODE 1082
1,1,1,1,12,12,0,0,0
2,1,1,2,11,11,0,3,1
3,1,1,3,29,29,0,3,1
1083,1,TIMED,60,3,3,NODE 1083
1,1,1,1,15,15,0,0,0
2,1,1,2,15,15,0,3,1
3,1,1,3,22,22,0,3,1
1095,1,TIMED,60,28,3,NODE 1095
1,1,1,1,5,5,0,0,0
2,1,1,2,5,5,0,3,1
3,1,1,3,42,42,0,3,1
1096,1,TIMED,60,21,3,NODE 1096
1,1,1,1,5,5,0,0,0
2,1,1,2,11,11,0,3,1
3,1,1,3,36,36,0,3,1
1098,1,TIMED,60,47,2,NODE 1098
1,1,1,1,15,15,0,3,1
2,1,1,2,37,37,0,3,1
1101,1,TIMED,60,23,4,NODE 1101
1,1,1,1,17,17,0,0,0
2,1,1,2,18,18,0,3,1
3,1,1,3,8,8,0,0,0
4,1,1,4,9,9,0,3,1
1102,1,TIMED,60,14,3,NODE 1102
1,1,1,1,14,14,0,0,0
2,1,1,2,14,14,0,3,1
3,1,1,3,24,24,0,3,1
1112,1,TIMED,60,54,2,NODE 1112
1,1,1,1,38,38,0,3,1
2,1,1,2,14,14,0,3,1
1114,1,TIMED,60,33,3,NODE 1114
1,1,1,1,21,21,0,0,0
2,1,1,2,21,21,0,3,1
3,1,1,3,10,10,0,3,1
1118,1,TIMED,60,23,3,NODE 1118
1,1,1,1,21,21,0,0,0
2,1,1,2,21,21,0,3,1
3,1,1,3,10,10,0,3,1
1121,1,TIMED,60,41,2,NODE 1121
1,1,1,1,17,17,0,3,1
2,1,1,2,35,35,0,3,1
1126,1,TIMED,60,44,2,NODE 1126
1,1,1,1,26,26,0,3,1
2,1,1,2,26,26,0,3,1
1132,1,TIMED,60,36,3,NODE 1132
1,1,1,1,15,15,0,0,0
2,1,1,2,15,15,0,3,1
3,1,1,3,22,22,0,3,1
1133,1,TIMED,60,8,3,NODE 1133
1,1,1,1,15,15,0,0,0
2,1,1,2,15,15,0,3,1
3,1,1,3,22,22,0,3,1
1136,1,TIMED,60,6,2,NODE 1136
1,1,1,1,31,31,0,3,1
2,1,1,2,21,21,0,3,1
1146,1,TIMED,60,21,3,NODE 1146
1,1,1,1,15,15,0,0,0
2,1,1,2,30,30,0,3,1
3,1,1,3,7,7,0,3,1
1148,1,TIMED,60,25,2,NODE 1148
1,1,1,1,24,24,0,3,1
2,1,1,2,28,28,0,3,1
1150,1,TIMED,60,42,2,NODE 1150
1,1,1,1,31,31,0,3,1
2,1,1,2,21,21,0,3,1
1151,1,TIMED,60,36,2,NODE 1151
1,1,1,1,21,21,0,3,1
2,1,1,2,31,31,0,3,1
1175,1,TIMED,60,33,2,NODE 1175
1,1,1,1,21,21,0,3,1
2,1,1,2,31,31,0,3,1
1185,1,TIMED,60,13,3,NODE 1185
1,1,1,1,8,8,0,0,0
2,1,1,2,16,16,0,3,1
3,1,1,3,28,28,0,3,1
1189,1,TIMED,60,2,2,NODE 1189
1,1,1,1,42,42,0,3,1
2,1,1,2,10,10,0,3,1
1190,1,TIMED,60,13,2,NODE 1190
1,1,1,1,40,40,0,3,1
2,1,1,2,12,12,0,3,1
1197,1,TIMED,60,37,2,NODE 1197
1,1,1,1,31,31,0,3,1
2,1,1,2,21,21,0,3,1
1205,1,TIMED,60,25,3,NODE 1205
1,1,1,1,17,17,0,0,0
2,1,1,2,9,9,0,3,1
3,1,1,3,26,26,0,3,1
1207,1,TIMED,60,31,2,NODE 1207
1,1,1,1,31,31,0,3,1
2,1,1,2,21,21,0,3,1
1209,1,TIMED,60,35,3,NODE 1209
1,1,1,1,7,7,0,0,0
2,1,1,2,17,17,0,3,1
3,1,1,3,28,28,0,3,1
1213,1,TIMED,60,39,3,NODE 1213
1,1,1,1,9,9,0,0,0
2,1,1,2,10,10,0,3,1
3,1,1,3,33,33,0,3,1
1214,1,TIMED,60,42,3,NODE 1214
1,1,1,1,21,21,0,0,0
2,1,1,2,21,21,0,3,1
3,1,1,3,10,10,0,3,1
1216,1,TIMED,60,15,2,NODE 1216
1,1,1,1,39,39,0,3,1
2,1,1,2,13,13,0,3,1
1218,1,TIMED,60,49,2,NODE 1218
1,1,1,1,47,47,0,3,1
2,1,1,2,5,5,0,3,1
1219,1,TIMED,60,0,3,NODE 1219
