LINK,POINTS
X_COORD,Y_COORD
54302,7
766130.9,3323126.4
766104.9,3323143.7
766095.7,3323154.5
766090.9,3323166.9
766088.2,3323177.7
766088.2,3323190.1
766096.8,3323209.6
54303,5
766043.8,3323137.2
765883.7,3323160.5
765743.1,3323187.2
765701.4,3323205.7
765674.0,3323263.3
54308,1
780443.9,3300903.3
54309,3
781754.0,3307829.9
781685.7,3307828.9
781542.6,3307781.5
54310,3
781370.7,3307725.4
781366.1,3307683.9
781267.2,3307661.0
54312,1
781941.0,3307663.8
54362,1
763958.5,3320106.1
54363,2
764098.2,3320095.4
764201.4,3320071.7
54370,7
774437.5,3322068.6
774450.5,3322088.0
774472.7,3322102.0
774496.4,3322104.8
774516.8,3322103.1
774538.4,3322094.6
774554.5,3322082.7
54371,7
774568.0,3322039.2
774568.5,3322020.1
774564.4,3322002.1
774557.0,3321985.0
774543.7,3321971.3
774525.9,3321959.6
774505.8,3321951.2
54375,17
774386.3,3321779.1
774367.7,3321762.6
774340.0,3321751.0
774311.0,3321747.3
774287.9,3321747.7
774271.0,3321761.6
774262.3,3321773.0
774255.9,3321784.5
774250.0,3321798.8
774245.8,3321811.4
774246.0,3321824.1
774251.3,3321834.8
774255.5,3321842.6
774266.5,3321853.4
774278.5,3321864.3
774287.8,3321867.8
774296.1,3321871.4
54401,3
786856.2,3324128.6
786784.7,3324376.3
786729.1,3324511.0
54449,2
771342.7,3312031.3
771439.7,3312029.0
54504,1
765824.0,3319742.9
54523,6
774291.4,3322082.0
774312.4,3322089.3
774335.2,3322090.7
774359.1,3322082.1
774378.9,3322069.9
774395.2,3322049.7
54524,6
774301.1,3321963.6
774286.2,3321982.5
774274.8,3322003.3
774269.2,3322022.6
774267.9,3322041.9
774269.2,3322060.4
54645,1
782734.3,3317762.7
54647,1
774375.0,3319413.2
54648,2
774369.9,3319411.0
774367.8,3319409.6
54649,2
774362.9,3319402.9
774361.5,3319399.1
54650,3
774360.2,3319387.0
774361.0,3319383.6
774361.6,3319381.1
54651,2
774365.4,3319376.3
774369.2,3319373.5
54652,2
774374.0,3319371.0
774379.1,3319369.5
54653,3
774391.2,3319368.6
774395.4,3319369.0
774399.4,3319370.1
54655,1
774409.4,3319384.6
54656,1
774410.0,3319397.4
54657,2
774405.0,3319408.0
774404.3,3319408.9
54658,4
774396.5,3319412.9
774394.0,3319413.3
774390.9,3319413.8
774386.1,3319414.4
54659,1
774375.0,3319417.7
54662,1
774399.4,3319417.1
54665,1
774399.1,3319364.6
54666,1
774373.3,3319366.2
54667,2
778583.8,3319038.0
778587.1,3319050.2
54668,4
778565.3,3319038.9
778545.9,3319047.5
778529.5,3319053.5
778512.2,3319062.9
54671,15
786681.2,3322889.2
786725.5,3322906.9
786757.7,3322926.7
786777.9,3322942.7
786801.7,3322962.3
786836.8,3322984.2
786878.1,3323001.4
786930.2,3323015.5
786983.1,3323025.2
787015.3,3323022.1
787022.5,3323021.0
787052.1,3323011.7
787089.9,3323005.2
787144.8,3323016.9
787205.3,3323037.9
54674,1
766201.8,3323387.7
54675,3
782503.8,3307953.5
782472.1,3307953.6
782433.7,3307963.3
54677,2
782846.0,3308023.7
782852.7,3307998.7
54678,6
782763.2,3308045.4
782697.9,3308022.1
782677.7,3308019.0
782661.3,3308017.5
782642.2,3308019.3
782586.9,3308032.7
54679,2
782507.2,3308021.4
782423.2,3307989.1
54680,4
782545.6,3307974.5
782536.8,3307991.6
782537.6,3308011.2
782544.3,3308024.4
54688,1
782575.3,3311333.6
54692,2
781729.4,3310968.7
781768.5,3311002.2
54702,3
770437.6,3315826.0
770504.9,3315749.2
770867.2,3315431.5
54704,2
783709.8,3320835.0
783384.2,3320959.2
54709,31
795013.7,3327202.8
795058.7,3327111.7
795078.5,3327008.7
795080.8,3326850.4
795101.9,3326664.8
795103.7,3326543.2
795114.2,3326290.9
795102.8,3326212.6
795064.0,3326118.1
795019.2,3326059.3
794945.5,3325996.6
794923.5,3325971.1
794893.5,3325928.6
794883.6,3325899.8
794877.5,3325872.8
794878.0,3325834.7
794886.7,3325798.2
794897.2,3325750.8
794903.1,3325711.0
794902.0,3325693.3
794894.3,3325668.8
794876.9,3325648.2
794859.5,3325633.7
794831.2,3325619.8
794799.4,3325609.0
794748.0,3325601.6
794708.7,3325597.6
794650.5,3325585.9
794631.1,3325571.4
794619.9,3325544.8
794624.3,3325520.4
54711,14
795035.5,3328925.1
795018.0,3328885.3
794976.1,3328821.6
794961.7,3328785.5
794961.1,3328742.1
794966.8,3328689.1
794997.9,3328448.6
795021.8,3328224.0
795044.1,3328002.4
795041.9,3327914.8
795034.9,3327873.2
794871.5,3327443.9
794861.6,3327420.2
794860.6,3327397.8
54712,28
794650.0,3325452.7
794680.3,3325428.9
794707.5,3325426.5
794728.2,3325433.7
794740.0,3325442.9
794766.0,3325467.0
794812.8,3325503.7
794845.3,3325514.1
794887.8,3325507.0
794996.5,3325492.6
795043.4,3325477.3
795070.1,3325460.9
795096.2,3325435.5
795115.3,3325410.1
795126.1,3325387.3
795137.6,3325363.2
795145.3,3325311.8
795148.3,3325010.6
795145.8,3324966.8
795119.5,3324905.8
795069.5,3324853.7
794836.1,3324638.8
794640.3,3324423.8
794628.0,3324409.7
794619.9,3324392.1
794621.5,3324377.5
794629.5,3324354.8
794654.1,3324332.1
54714,22
795739.3,3326001.5
795721.0,3326023.9
795695.8,3326034.3
795675.4,3326033.2
795653.6,3326023.5
795604.6,3325985.8
795575.0,3325964.5
795561.4,3325961.3
795537.0,3325959.1
795504.6,3325962.8
795476.9,3325982.7
795437.2,3326041.2
795415.3,3326079.8
795398.8,3326100.3
795358.4,3326125.4
795311.3,3326145.3
795285.2,3326158.6
795265.8,3326171.9
795245.2,3326189.0
795230.0,3326213.7
795213.9,3326277.4
795206.4,3326338.1
54715,14
795193.2,3326899.0
795191.5,3327014.8
795200.7,3327102.1
795244.8,3327305.1
795269.0,3327409.8
795278.6,3327448.8
795293.9,3327486.6
795307.9,3327510.6
795350.2,3327557.3
795387.3,3327586.4
795405.0,3327604.0
795413.0,3327628.0
795418.1,3327646.0
795410.0,3327666.2
54716,1
795740.5,3328038.7
54717,12
795313.8,3327776.3
795271.9,3327830.0
795244.8,3327887.6
795239.6,3327915.0
795243.3,3327986.1
795238.7,3328097.6
795184.3,3328592.1
795177.8,3328666.1
795177.6,3328725.2
795182.3,3328766.4
795187.0,3328814.8
795194.7,3328856.8
54722,8
773104.7,3319254.0
773104.5,3319214.8
773100.0,3319195.5
773093.3,3319170.5
773081.4,3319152.2
773067.0,3319135.1
773052.2,3319121.7
773044.1,3319116.1
54723,11
773015.3,3319103.2
773002.0,3319094.7
772992.7,3319086.7
772986.3,3319078.4
772978.2,3319057.4
772971.9,3319033.1
772971.9,3319016.8
772974.2,3319005.5
772979.1,3318992.5
772990.0,3318981.7
773021.2,3318979.7
54724,1
773346.9,3318966.2
54725,1
765549.6,3325419.4
54727,4
764138.4,3325728.9
764298.1,3325711.2
764407.8,3325703.2
764640.1,3325569.2
54731,2
802485.4,3339324.1
802617.3,3339763.3
54749,3
766254.9,3322985.1
766275.9,3322999.7
766525.3,3322990.3
54757,2
778934.7,3319023.0
778925.7,3319043.4
54759,2
779941.4,3318021.4
780195.5,3317823.7
54760,2
781084.2,3317454.5
781074.3,3317457.2
54761,11
781054.7,3317454.3
781047.8,3317445.8
781032.5,3317428.8
781019.9,3317416.0
781006.0,3317406.1
780994.8,3317396.2
780978.1,3317382.0
780961.3,3317374.8
780954.5,3317371.9
780953.1,3317371.3
780951.5,3317370.9
54762,1
769941.8,3317229.2
54779,6
779036.8,3318962.7
778993.4,3318980.1
778844.2,3319027.7
778698.6,3319064.3
778616.8,3319084.7
778536.2,3319103.7
54781,1
779385.6,3319041.8
54782,1
787740.6,3309505.4
54790,2
785221.1,3321138.2
785217.2,3321288.0
54792,1
785154.3,3320864.9
54794,1
773334.3,3313374.6
54800,2
775128.0,3319310.1
775177.2,3319305.8
54802,1
781321.3,3316929.8
54805,2
782220.8,3319572.6
782130.3,3319704.8
54812,2
786208.7,3322807.4
786407.8,3322856.2
54817,1
723595.6,3334816.9
54820,2
723231.1,3332862.5
723153.2,3330665.2
54823,1
721595.3,3335025.2
54826,8
741470.4,3333272.1
741478.1,3333234.2
741478.0,3333184.8
741453.4,3333139.3
741407.9,3333107.0
741362.3,3333091.8
741305.3,3333095.6
741273.1,3333099.4
54828,8
741492.4,3333268.7
741505.7,3333238.3
741509.5,3333207.9
741524.7,3333137.7
741536.1,3333096.0
741549.3,3333050.4
741572.1,3333006.8
741632.8,3332963.2
54829,5
741180.1,3333346.1
741225.7,3333367.0
741297.8,3333372.6
741343.3,3333363.2
741404.0,3333349.9
54831,5
740896.6,3333050.5
740957.4,3333082.8
741027.6,3333105.5
741095.9,3333103.6
741179.4,3333096.0
54833,1
739506.0,3333421.1
54834,7
740722.0,3332991.7
740733.4,3333056.2
740720.1,3333137.8
740699.3,3333202.3
740649.9,3333251.6
740617.7,3333278.2
740572.1,3333308.6
54836,8
782845.2,3307970.2
782825.3,3307959.2
782792.1,3307947.9
782766.3,3307941.7
782738.1,3307929.8
782678.5,3307891.7
782635.7,3307863.4
782586.6,3307840.4
54837,5
782615.3,3316143.8
782611.4,3316148.0
782606.7,3316151.6
782601.4,3316154.4
782594.4,3316157.4
54839,1
785649.0,3325817.3
54840,8
781023.6,3320206.0
780967.3,3320241.3
780908.2,3320286.9
780846.1,3320343.2
780781.4,3320399.2
780780.9,3320417.5
780806.6,3320444.5
780834.7,3320479.2
54841,1
781035.0,3320069.8
54842,10
781748.1,3297074.5
781622.0,3296951.3
781474.9,3296801.9
781344.0,3296700.1
781199.0,3296645.0
781117.9,3296613.0
780965.4,3296510.5
780859.7,3296430.7
780645.9,3296365.3
780470.5,3296322.3
54843,5
780086.4,3295008.3
780025.4,3295136.2
780037.0,3295251.5
780206.6,3295399.4
780290.0,3295530.9
54844,5
777174.5,3294173.9
777987.1,3292871.7
778602.5,3291899.6
778858.2,3291492.7
778968.2,3291317.4
54845,13
788854.5,3295277.4
789394.6,3294688.7
790388.2,3293750.3
791256.7,3292969.4
791854.3,3291739.5
792875.6,3289757.3
793252.7,3289244.9
793305.7,3288764.2
793888.8,3288096.4
794566.6,3286908.9
794666.4,3286188.3
794705.7,3286229.5
795048.5,3284290.0
54846,1
796430.0,3283718.9
54847,3
775603.7,3314935.6
775626.4,3314458.2
775631.1,3314271.9
54848,5
775322.1,3316677.2
775377.7,3316620.3
775421.9,3316586.4
775475.9,3316587.8
775487.0,3316576.4
54854,4
786600.3,3323021.9
786601.9,3323054.8
786600.3,3323089.2
786592.3,3323126.0
54857,4
786599.5,3323149.2
786606.7,3323122.1
786609.9,3323098.9
786613.9,3323054.8
54859,2
786625.6,3323080.0
786609.6,3323146.4
54861,2
786573.5,3323122.4
786582.7,3323033.8
54871,1
779639.6,3320530.6
54875,1
779644.2,3320546.6
54880,4
771141.0,3311986.1
771150.8,3312008.9
771158.3,3312021.5
771168.6,3312028.9
54885,3
772269.2,3314184.5
772336.2,3314115.8
772368.7,3314001.5
54886,2
772523.4,3314479.8
773062.3,3315029.0
54888,2
793705.8,3313685.3
794252.6,3313675.3
54891,1
774766.9,3326755.2
54892,6
771061.5,3373037.9
771043.5,3373068.9
771006.1,3373107.5
770976.8,3373134.3
770944.6,3373146.7
770912.6,3373147.8
54894,7
770867.6,3372836.5
770882.9,3372772.6
770901.4,3372713.6
770924.6,3372669.1
770973.1,3372631.4
771031.1,3372608.2
771088.8,3372602.7
54896,3
772683.4,3376877.5
774158.8,3376807.1
774612.5,3376774.4
54898,2
770363.3,3368994.4
770744.4,3368793.0
54910,1
760743.1,3370905.7
54911,1
758042.5,3370963.2
54914,3
763616.4,3370391.4
764138.3,3370335.9
764664.5,3370324.3
54915,3
767927.0,3373900.9
765634.6,3374998.1
764613.8,3375197.3
54916,4
764919.8,3375051.6
765511.5,3374924.0
766522.0,3374451.9
767857.4,3373828.1
54920,1
762965.5,3377915.1
54935,2
765896.3,3370314.4
766544.5,3370306.0
54948,1
768703.1,3369842.9
54951,3
769098.4,3373419.1
769635.2,3373258.1
770492.1,3372976.1
54963,5
769115.1,3376853.7
769728.7,3375507.4
770178.3,3374554.4
770504.9,3373881.4
770688.1,3373537.9
54967,5
770850.6,3373118.1
770822.4,3373077.5
770784.5,3373037.0
770751.3,3373009.3
770700.2,3372995.7
54971,1
768168.5,3377957.7
54993,2
774828.8,3367450.0
774990.1,3367511.3
54995,7
775316.3,3367571.5
775468.8,3367559.7
775750.5,3367477.6
776120.2,3367354.4
776557.2,3367175.4
777023.9,3367014.6
777650.2,3366766.1
55003,1
798253.1,3368135.3
55004,2
794092.3,3367919.5
793942.5,3367803.6
55007,9
817016.4,3374271.5
816809.5,3373999.3
816482.6,3373359.6
816177.3,3372613.0
815354.2,3370734.6
814922.5,3369422.4
814585.2,3368385.1
814455.6,3367873.6
814314.9,3367231.3
55014,2
809006.4,3369159.7
809312.8,3368919.7
55015,5
814258.5,3366788.6
814301.2,3366923.5
814682.3,3368445.4
815363.1,3370539.6
816379.1,3372939.3
55017,1
787085.8,3366559.7
55019,1
825380.7,3350034.2
55022,2
802742.2,3339818.4
802530.4,3339564.5
55023,3
802672.5,3339493.3
802701.0,3339703.1
802738.1,3339758.0
55024,4
802595.6,3339789.5
802423.2,3339513.3
802361.9,3339358.1
802291.8,3339234.8
55025,2
796974.2,3363553.9
796220.5,3362218.1
55030,2
797373.1,3360959.6
798265.3,3360481.1
55036,1
802677.6,3339711.4
55037,1
779312.4,3362627.4
55038,8
783430.9,3364086.9
784003.7,3364370.4
784596.9,3364667.7
784783.2,3364735.8
785179.2,3364899.3
786069.9,3365225.6
787115.0,3365693.7
788482.3,3366332.9
55039,19
782602.3,3362624.8
783226.1,3362268.4
783555.8,3362091.9
783774.6,3361970.4
784038.3,3361837.4
784496.4,3361579.1
785215.6,3361246.4
786328.4,3360775.2
787109.7,3360429.6
787614.0,3360237.9
788150.1,3359984.6
788868.8,3359682.7
790317.5,3359079.3
791059.3,3358733.1
791924.2,3358355.3
792722.0,3357998.8
793216.1,3357794.0
793994.9,3357471.4
794116.5,3357417.0
55053,2
773888.1,3367038.1
774189.5,3367086.8
55054,2
772886.3,3367033.2
772786.7,3367076.8
55074,1
779443.9,3364041.7
55075,2
779436.6,3363946.2
779423.7,3364024.3
55077,3
780583.6,3365368.3
780490.5,3365535.5
780433.5,3365661.0
55082,1
780794.7,3363610.2
55083,3
779470.0,3363819.9
779479.3,3363965.5
779497.3,3364072.0
55089,2
779378.4,3363270.0
779394.1,3363423.8
55095,3
780161.8,3363897.1
779944.9,3363893.9
779825.6,3363846.8
55102,3
779519.0,3363601.4
779568.8,3363659.3
779641.4,3363725.8
55108,4
779437.2,3363503.8
779377.4,3363452.2
779327.4,3363405.7
779295.2,3363374.1
55111,2
779427.1,3363404.7
779437.8,3363457.2
55132,1
780027.7,3365913.7
55137,3
778291.3,3366265.4
778922.8,3365162.1
779089.2,3364877.2
55148,1
779578.1,3364586.8
55149,1
779553.6,3364706.4
55162,3
779918.0,3366775.5
779991.5,3367318.2
780051.6,3367771.0
55168,2
779452.2,3366114.4
779173.2,3366207.1
55221,4
781331.2,3363322.6
781711.9,3363111.2
781969.6,3362975.4
782257.4,3362822.0
55230,3
782556.0,3362940.9
782746.8,3363299.1
782833.7,3363455.1
55248,5
780703.8,3364919.7
780728.9,3364758.2
780836.8,3364466.6
780950.4,3364026.0
781049.5,3363682.0
55258,7
783080.6,3364048.9
783192.5,3364325.7
783471.4,3364969.1
783643.3,3365410.2
783742.1,3365672.3
783951.0,3366129.1
784092.2,3366450.0
55270,1
788630.2,3365740.6
55275,2
791272.2,3367296.5
790616.2,3367236.2
55276,2
795323.8,3360326.3
795395.9,3360530.1
55282,2
788683.3,3365879.5
787681.5,3366416.8
55381,5
794883.3,3357815.6
794932.2,3357862.8
794981.3,3357886.9
795017.5,3357902.0
795074.2,3357911.6
55387,2
794887.9,3358088.7
794966.2,3358254.6
55405,1
794618.0,3357439.4
55409,2
794838.1,3357821.4
794848.1,3357937.3
55414,3
795404.4,3357843.6
796090.6,3357656.1
796430.6,3357560.2
55426,1
794139.7,3362827.1
55427,1
794582.8,3362737.1
55439,2
795705.6,3361801.4
795712.9,3361689.4
55440,3
796311.1,3361776.8
796298.5,3361866.2
796240.2,3362016.7
55441,2
796025.7,3362131.1
795936.7,3362085.0
55445,2
795961.5,3361547.4
796072.8,3361599.5
55453,7
802288.4,3339114.4
802305.1,3339132.2
802317.5,3339141.0
802336.5,3339149.3
802353.0,3339151.5
802367.6,3339149.2
802391.2,3339141.6
55454,2
812466.8,3354168.4
812416.1,3353973.0
55455,2
809372.3,3353614.7
809118.5,3353070.0
55459,1
809101.6,3357462.6
55462,5
809762.0,3354717.0
809704.4,3354541.8
809702.8,3354499.8
809622.6,3354239.7
809563.0,3354077.3
55464,1
809475.6,3352468.4
55467,8
815755.0,3354634.8
815765.3,3354522.5
815728.3,3354396.8
815675.0,3354205.9
815659.6,3354080.5
815666.2,3354013.8
815687.2,3353725.4
815696.5,3353522.9
55480,1
809163.6,3355252.7
55487,3
810092.1,3348329.1
809495.6,3347653.1
809261.1,3347463.1
55499,1
803121.4,3341208.0
55500,2
809295.1,3347349.8
809475.9,3347509.0
55502,1
804617.1,3345449.0
55506,2
802784.8,3339887.3
802730.6,3339894.7
55512,2
805099.1,3342524.1
803767.5,3340772.4
55513,1
807386.8,3345180.6
55514,1
806800.6,3344607.1
55515,1
804070.2,3341124.1
55518,2
806001.1,3347558.1
806231.0,3347854.2
55533,4
806587.9,3348058.9
806950.4,3348179.5
807163.6,3348342.5
807414.6,3348714.2
55540,4
809191.1,3351938.4
809012.5,3351549.7
808822.8,3351148.8
808699.0,3350874.7
55567,1
809215.7,3352640.4
55568,1
809373.8,3352429.2
55572,1
797424.8,3361064.1
55574,2
803427.3,3358471.8
802042.4,3359019.4
55585,1
797968.5,3357122.1
55620,1
798388.3,3366151.9
55622,3
798253.6,3367446.9
798271.1,3367252.0
798332.9,3366715.9
55626,5
805795.6,3357487.0
805973.8,3357420.6
806229.3,3357383.3
806473.8,3357358.8
806810.7,3357372.5
55630,2
806142.0,3357443.2
806039.2,3357460.2
55649,2
805721.8,3356544.4
805841.2,3356516.4
55651,1
805062.4,3356457.2
55652,7
798951.9,3357037.0
799676.6,3356965.6
800540.6,3356871.3
802234.1,3356710.1
803319.7,3356597.4
804523.2,3356497.2
804597.8,3356480.1
55656,2
802020.1,3358917.9
803419.2,3358383.0
55660,5
805418.3,3357743.1
805356.4,3357839.9
805329.3,3357925.8
805316.9,3357985.9
805296.2,3358020.2
55661,3
805337.4,3357478.8
805406.2,3357491.2
805479.9,3357555.6
55667,4
805212.6,3358033.3
805126.7,3358011.9
805032.4,3357967.3
804929.4,3357937.1
55668,5
805131.2,3357710.0
805146.6,3357638.3
805153.8,3357546.4
805174.4,3357506.5
805209.2,3357484.0
55682,1
808379.6,3357495.0
55691,7
806237.9,3356254.4
806345.8,3356202.5
806824.3,3356042.9
807555.9,3355807.9
807874.2,3355699.0
808237.5,3355570.3
808506.7,3355493.1
55725,5
816047.6,3352061.5
816269.2,3351963.8
816505.4,3351848.2
816637.0,3351734.7
816762.3,3351552.5
55728,3
818066.3,3346487.6
817808.1,3346182.7
817118.7,3345417.3
55730,2
816434.0,3344528.7
815913.2,3343847.9
55731,6
812451.0,3344648.5
812466.4,3345107.1
812795.8,3346331.9
812865.5,3346621.2
813036.7,3347716.1
813146.6,3348477.7
55732,3
815119.2,3342941.4
815117.6,3343050.8
815078.3,3343121.4
55734,3
812694.9,3344112.0
812570.6,3344173.6
812505.8,3344264.3
55735,2
815252.7,3343173.2
815120.8,3343204.0
55737,3
814151.9,3340204.3
814010.2,3341120.2
814185.0,3341738.4
55742,3
811429.0,3350338.6
811513.7,3350519.5
811513.7,3350519.5
55743,2
811403.4,3350385.6
811526.5,3350807.0
55744,1
811431.4,3350601.8
55745,1
812554.4,3349790.9
55748,2
811356.9,3350573.3
811345.6,3350500.8
55755,2
810907.5,3349260.5
810809.4,3349144.5
55757,3
810384.8,3348539.2
810890.3,3349101.8
810978.4,3349242.0
55769,1
811206.5,3349699.2
55770,1
811220.3,3349946.4
55772,1
811636.7,3351195.5
55778,5
810945.3,3351246.1
810954.4,3351225.8
811034.9,3351118.7
811219.0,3350931.4
811361.1,3350776.9
55779,1
812152.1,3353080.8
55805,5
809797.8,3352230.5
810022.4,3352070.0
810078.5,3352027.0
810177.5,3351956.8
810278.0,3351885.3
55820,4
809724.5,3353921.1
810157.1,3353924.6
810344.0,3353936.1
810590.2,3353941.1
55828,1
811501.8,3350627.1
55837,2
811568.0,3350551.7
811632.6,3350485.1
55850,5
811020.0,3353896.3
811123.0,3353851.1
811178.9,3353822.6
811241.6,3353735.8
811366.1,3353617.8
55857,3
811584.9,3353460.2
811862.7,3353348.5
812129.0,3353250.0
55864,1
814013.2,3352784.9
55876,2
813307.5,3352939.1
813485.9,3352917.2
55878,5
814500.9,3352596.0
814591.5,3352568.5
814870.8,3352464.4
815008.9,3352401.5
815146.6,3352360.2
55880,3
815517.7,3352881.7
815459.0,3352707.6
815445.1,3352671.4
55881,1
817237.3,3350733.4
55882,2
819025.7,3348786.7
819157.0,3348788.7
55883,2
819526.0,3348452.1
819101.6,3347909.4
55886,4
817794.6,3349496.5
817991.3,3349154.5
818180.7,3348927.5
818346.5,3348820.5
55889,3
820147.6,3348975.8
820006.6,3348891.5
819838.4,3348790.6
55892,10
813639.6,3361972.3
813566.7,3361865.4
813549.6,3361831.9
813537.3,3361733.7
813562.6,3361614.6
813594.4,3361452.3
813665.7,3361265.4
813825.2,3361048.6
813920.3,3360918.1
814007.9,3360771.7
55893,5
813727.6,3359223.4
813727.4,3359761.9
813718.8,3360159.0
813704.7,3360765.8
813648.7,3361053.1
55897,5
813567.9,3360953.4
813605.4,3360807.3
813601.6,3360387.4
813622.8,3359135.9
813615.2,3358286.0
55908,1
810527.5,3357404.0
55913,6
810439.9,3357593.5
810424.9,3357629.5
810430.2,3357671.7
810449.0,3357704.4
810492.2,3357718.3
810551.3,3357727.4
55919,2
810064.2,3355714.4
810058.5,3355654.5
55920,2
811753.8,3357585.5
811075.2,3357580.6
55933,2
809915.3,3354828.3
810037.8,3354758.9
55950,1
809660.3,3354974.9
55951,1
809883.0,3355098.7
55958,7
810437.1,3354737.4
810603.4,3354737.9
811193.4,3354759.3
811521.3,3354768.6
811822.2,3354777.6
812033.3,3354789.8
812244.4,3354797.4
55974,3
810281.8,3357452.7
810347.8,3357382.7
810379.0,3357352.1
55999,3
810826.4,3357514.9
810937.1,3357516.7
811966.0,3357516.6
56020,10
812125.5,3362579.7
811785.2,3361450.0
811586.4,3360839.4
811418.9,3360282.7
811296.7,3360010.6
811222.5,3359776.5
810909.4,3358687.3
810795.0,3358310.6
810704.6,3357980.6
810667.6,3357835.5
56032,5
813992.9,3357063.5
813903.1,3357057.7
813643.6,3356982.0
813500.5,3356934.9
813304.3,3356828.6
56038,5
813836.8,3356980.4
814000.0,3356888.4
814121.8,3356858.8
814274.9,3356834.0
814400.5,3356853.8
56041,2
813009.6,3356073.9
812759.9,3355190.5
56044,5
813474.7,3356853.6
813639.8,3356932.5
813787.7,3356961.6
813966.9,3357000.3
814097.3,3356993.2
56045,4
815482.5,3355621.6
815222.3,3355507.1
814692.8,3355333.2
813954.9,3355070.1
56061,2
812974.3,3354827.1
812859.3,3354816.8
56065,4
812913.3,3357278.9
813022.9,3357163.8
813096.3,3357066.0
813139.0,3356909.2
56069,1
813152.7,3357352.2
56072,4
813271.3,3357082.1
813203.3,3357117.0
813207.1,3357170.9
813246.2,3357209.3
56073,1
813190.0,3356510.2
56079,2
813659.0,3357299.0
813617.3,3357383.8
56080,5
813653.5,3357065.2
813627.1,3357028.9
813582.4,3357010.2
813540.9,3357003.0
813488.0,3357013.4
56084,2
813492.2,3357341.5
813459.3,3357435.3
56086,1
813362.9,3357568.9
56091,2
814811.6,3357141.0
814674.9,3357264.8
56094,1
820649.7,3356531.0
56100,4
814699.1,3356851.7
814947.2,3356783.5
815949.5,3356474.7
816215.8,3356397.8
56101,4
815203.5,3356477.1
815367.3,3356144.6
815367.3,3356144.6
815471.4,3355791.8
56103,2
813901.0,3360125.3
813945.1,3360289.2
56104,2
814171.4,3359181.7
814025.4,3359591.3
56113,1
814297.6,3358523.2
56119,2
814401.4,3357797.0
814379.2,3357923.1
56121,1
813314.0,3365004.0
56122,1
813165.6,3364815.3
56123,1
813318.9,3364924.1
56124,2
813082.0,3364935.2
813112.5,3364856.7
56125,2
810489.7,3365228.4
810486.1,3365111.1
56133,2
812326.9,3365335.6
812429.0,3365278.5
56147,1
811625.1,3363779.5
56150,6
810560.9,3368018.2
810736.6,3367951.0
810843.3,3367824.4
810933.1,3367654.8
811042.9,3367438.0
811104.5,3367241.7
56151,1
810848.9,3365798.7
56156,3
811840.8,3365765.4
811928.1,3365622.9
812052.6,3365496.8
56158,1
811048.7,3366334.8
56162,5
813078.3,3364496.1
813048.5,3364287.5
813068.3,3363769.4
813116.8,3363509.4
813202.4,3363047.4
56163,1
813425.2,3361731.8
56164,2
813684.8,3362102.5
813666.7,3362167.4
56165,3
813471.3,3362154.3
813485.6,3362205.3
813506.5,3362245.2
56166,1
813412.6,3362295.8
56169,1
812749.7,3362898.0
56171,1
813288.3,3362467.2
56172,2
813228.6,3362670.4
813208.8,3362622.1
56173,1
813347.6,3362331.4
56174,7
813553.1,3362304.7
813564.1,3362326.3
813560.4,3362347.7
813535.1,3362376.8
813515.6,3362395.7
813415.3,3362458.8
813380.5,3362497.8
56175,3
813150.4,3362486.3
813226.5,3362418.6
813297.3,3362356.9
56177,7
813228.2,3363282.8
813172.0,3363597.7
813134.5,3363809.8
813119.9,3364108.1
813124.5,3364255.7
813135.8,3364420.5
813164.0,3364624.6
56180,3
812667.4,3364306.7
812499.3,3363792.6
812429.3,3363482.4
56181,2
813663.1,3365779.7
813468.5,3365452.3
56182,1
814181.6,3366694.3
56183,2
813446.1,3365256.5
813667.0,3365637.4
56189,5
813335.9,3365354.0
813310.3,3365309.8
813281.8,3365253.8
813215.9,3365168.1
813144.7,3365044.3
56191,2
813409.7,3365112.5
813515.6,3365260.2
56201,1
815656.3,3355177.4
56211,3
783441.5,3368864.4
782730.7,3369269.6
782567.5,3369341.1
56216,1
783552.0,3376021.7
56230,2
779635.2,3374919.4
779575.8,3375059.3
56239,2
779788.0,3375000.9
779758.4,3374921.2
56258,4
777472.2,3377683.9
777372.8,3377649.1
777240.6,3377584.7
777141.8,3377512.5
56259,2
774278.1,3371754.1
774414.5,3371663.3
56262,1
773859.1,3371992.9
56271,2
772722.0,3367787.0
772795.7,3367680.1
56274,3
773051.2,3369264.0
773686.4,3370345.8
774293.9,3371335.8
56284,1
772458.3,3369786.3
56285,1
771166.6,3372865.7
56288,1
773937.3,3371909.2
56294,4
771219.7,3372388.2
771352.2,3372132.8
771648.3,3371513.9
772105.3,3370510.3
56295,3
771163.5,3372643.0
771241.3,3372689.0
771289.4,3372691.3
56299,3
775986.1,3373170.7
775828.1,3373168.3
775558.2,3373107.9
56303,2
775050.3,3372450.3
775250.9,3372774.7
56307,1
774596.7,3371894.5
56309,1
774628.5,3371604.7
56314,6
774988.6,3371681.6
774878.8,3371733.7
774827.8,3371770.4
774776.7,3371813.5
774732.4,3371835.7
774715.0,3371849.0
56323,5
776987.8,3374099.6
777169.8,3374387.5
777229.9,3374494.0
777423.5,3374787.3
777625.5,3375102.8
56324,1
776402.8,3373222.0
56333,3
775666.1,3376653.7
775537.5,3376717.7
775470.8,3376769.5
56334,4
776684.8,3377102.4
776523.5,3376998.7
