LINK,DIR,TYPE,LANES,LENGTH,OFFSET
6462,1,LEFT_TURN,1,100.0,0.0
6462,1,RIGHT_TURN,1,100.0,0.0
6464,1,LEFT_TURN,1,100.0,0.0
6465,1,LEFT_TURN,1,100.0,0.0
6466,1,LEFT_TURN,1,100.0,0.0
6467,1,LEFT_TURN,1,100.0,0.0
6481,0,LEFT_TURN,1,100.0,0.0
6489,0,LEFT_TURN,1,100.0,0.0
6489,0,RIGHT_TURN,1,100.0,0.0
6490,1,LEFT_TURN,1,100.0,0.0
6492,1,LEFT_TURN,1,100.0,0.0
6496,1,LEFT_TURN,1,100.0,0.0
6497,0,LEFT_TURN,1,100.0,0.0
6498,1,LEFT_TURN,1,100.0,0.0
6498,1,RIGHT_TURN,1,100.0,0.0
6499,1,LEFT_TURN,1,100.0,0.0
6500,0,LEFT_TURN,1,100.0,0.0
6500,1,LEFT_TURN,1,100.0,0.0
6500,1,RIGHT_TURN,1,100.0,0.0
6502,1,RIGHT_TURN,1,100.0,0.0
6505,1,LEFT_TURN,1,100.0,0.0
6529,0,LEFT_TURN,1,100.0,0.0
6655,1,LEFT_TURN,1,100.0,0.0
6656,0,LEFT_TURN,1,100.0,0.0
6657,1,LEFT_TURN,1,100.0,0.0
6662,1,LEFT_TURN,1,100.0,0.0
6663,0,LEFT_TURN,1,100.0,0.0
7502,0,LEFT_TURN,1,100.0,0.0
7524,0,LEFT_TURN,1,100.0,0.0
7540,0,LEFT_TURN,1,100.0,0.0
7546,0,LEFT_TURN,1,100.0,0.0
7585,0,LEFT_TURN,1,100.0,0.0
7588,0,LEFT_TURN,1,100.0,0.0
7589,0,LEFT_TURN,1,100.0,0.0
7594,0,LEFT_TURN,1,100.0,0.0
7595,0,LEFT_TURN,1,100.0,0.0
7596,0,LEFT_TURN,1,100.0,0.0
7599,0,LEFT_TURN,1,100.0,0.0
7600,0,RIGHT_TURN,1,100.0,0.0
7606,0,LEFT_TURN,1,100.0,0.0
7608,0,LEFT_TURN,1,100.0,0.0
7609,0,LEFT_TURN,1,100.0,0.0
7615,0,LEFT_TURN,1,100.0,0.0
7616,0,LEFT_TURN,1,100.0,0.0
7618,0,LEFT_TURN,1,100.0,0.0
7623,0,LEFT_TURN,1,100.0,0.0
7624,0,LEFT_TURN,1,100.0,0.0
7625,0,LEFT_TURN,1,100.0,0.0
7626,0,LEFT_TURN,1,100.0,0.0
7627,0,LEFT_TURN,1,100.0,0.0
7629,0,LEFT_TURN,1,100.0,0.0
7630,0,LEFT_TURN,1,100.0,0.0
7634,0,LEFT_TURN,1,100.0,0.0
7635,0,LEFT_TURN,1,100.0,0.0
7636,0,LEFT_TURN,1,100.0,0.0
7637,0,LEFT_TURN,1,100.0,0.0
7638,0,LEFT_TURN,1,100.0,0.0
7639,0,LEFT_TURN,1,100.0,0.0
7640,0,LEFT_TURN,1,100.0,0.0
7641,0,LEFT_TURN,1,100.0,0.0
7644,0,LEFT_TURN,1,100.0,0.0
7645,0,LEFT_TURN,1,100.0,0.0
7647,0,LEFT_TURN,1,100.0,0.0
7647,0,RIGHT_TURN,1,100.0,0.0
7650,0,LEFT_TURN,1,100.0,0.0
7655,0,LEFT_TURN,1,100.0,0.0
7662,0,LEFT_TURN,1,100.0,0.0
7668,0,LEFT_TURN,1,100.0,0.0
7669,0,LEFT_TURN,1,94.4,0.0
7670,0,LEFT_TURN,1,100.0,0.0
7671,0,LEFT_TURN,1,100.0,0.0
7672,0,LEFT_TURN,1,100.0,0.0
7673,0,LEFT_TURN,1,100.0,0.0
7674,0,LEFT_TURN,1,100.0,0.0
7676,0,LEFT_TURN,1,100.0,0.0
7687,0,RIGHT_TURN,1,100.0,0.0
7689,0,RIGHT_TURN,1,100.0,0.0
7694,0,LEFT_TURN,1,100.0,0.0
7703,0,LEFT_TURN,1,100.0,0.0
7704,0,RIGHT_TURN,1,100.0,0.0
7725,0,LEFT_TURN,1,100.0,0.0
7731,0,LEFT_TURN,1,100.0,0.0
7735,0,RIGHT_TURN,1,50.0,0.0
7735,0,LEFT_TURN,1,60.0,0.0
7740,0,LEFT_TURN,1,100.0,0.0
7743,0,LEFT_TURN,1,100.0,0.0
7746,0,LEFT_TURN,1,100.0,0.0
7747,0,LEFT_TURN,1,100.0,0.0
7748,0,LEFT_TURN,1,100.0,0.0
7749,0,LEFT_TURN,1,100.0,0.0
7751,0,LEFT_TURN,1,100.0,0.0
7752,0,LEFT_TURN,1,100.0,0.0
7762,0,LEFT_TURN,1,100.0,0.0
7769,0,LEFT_TURN,1,100.0,0.0
7773,0,LEFT_TURN,1,100.0,0.0
7774,0,RIGHT_TURN,1,100.0,0.0
7775,0,LEFT_TURN,1,100.0,0.0
7777,0,LEFT_TURN,1,84.5,0.0
7786,0,LEFT_TURN,1,100.0,0.0
7791,0,LEFT_TURN,1,100.0,0.0
7792,0,LEFT_TURN,1,97.5,0.0
7797,0,LEFT_TURN,1,100.0,0.0
7801,0,LEFT_TURN,1,100.0,0.0
7802,0,LEFT_TURN,1,100.0,0.0
7803,0,LEFT_TURN,1,100.0,0.0
7804,0,LEFT_TURN,1,100.0,0.0
7810,0,LEFT_TURN,1,100.0,0.0
7813,0,LEFT_TURN,1,100.0,0.0
7816,0,LEFT_TURN,1,100.0,0.0
7825,0,LEFT_TURN,1,100.0,0.0
7832,0,LEFT_TURN,1,100.0,0.0
7836,0,LEFT_TURN,1,100.0,0.0
7842,0,LEFT_TURN,1,56.0,0.0
7848,0,LEFT_TURN,1,100.0,0.0
7850,0,LEFT_TURN,1,100.0,0.0
7852,0,LEFT_TURN,1,90.7,0.0
7854,0,LEFT_TURN,1,77.0,0.0
7857,0,LEFT_TURN,1,82.6,0.0
7865,0,LEFT_TURN,1,100.0,0.0
7869,0,LEFT_TURN,1,100.0,0.0
7870,0,LEFT_TURN,1,100.0,0.0
7871,0,LEFT_TURN,1,99.5,0.0
7872,0,LEFT_TURN,1,100.0,0.0
7873,0,LEFT_TURN,1,100.0,0.0
7874,0,LEFT_TURN,1,100.0,0.0
7875,0,LEFT_TURN,1,100.0,0.0
7876,0,LEFT_TURN,1,100.0,0.0
7877,0,LEFT_TURN,1,100.0,0.0
7879,0,LEFT_TURN,1,100.0,0.0
7880,0,LEFT_TURN,1,100.0,0.0
7881,0,LEFT_TURN,1,100.0,0.0
7882,0,LEFT_TURN,1,100.0,0.0
7883,0,LEFT_TURN,1,100.0,0.0
7889,0,LEFT_TURN,1,100.0,0.0
7890,0,LEFT_TURN,1,78.4,0.0
7893,0,LEFT_TURN,1,75.3,0.0
7903,0,LEFT_TURN,1,100.0,0.0
7905,0,LEFT_TURN,1,100.0,0.0
7908,0,LEFT_TURN,1,100.0,0.0
7911,0,LEFT_TURN,1,100.0,0.0
7912,0,LEFT_TURN,1,100.0,0.0
7915,0,LEFT_TURN,1,100.0,0.0
7916,0,LEFT_TURN,1,100.0,0.0
7917,0,LEFT_TURN,1,100.0,0.0
7919,0,LEFT_TURN,1,100.0,0.0
7921,0,LEFT_TURN,1,100.0,0.0
7922,0,LEFT_TURN,1,100.0,0.0
7927,0,LEFT_TURN,1,100.0,0.0
7937,0,LEFT_TURN,1,100.0,0.0
7941,0,LEFT_TURN,1,100.0,0.0
7943,0,LEFT_TURN,1,100.0,0.0
7944,0,LEFT_TURN,1,100.0,0.0
7947,0,LEFT_TURN,1,100.0,0.0
7950,0,LEFT_TURN,1,100.0,0.0
7951,0,LEFT_TURN,1,100.0,0.0
7960,0,LEFT_TURN,1,100.0,0.0
7961,0,LEFT_TURN,1,100.0,0.0
7962,0,LEFT_TURN,1,100.0,0.0
7963,0,LEFT_TURN,1,100.0,0.0
7964,0,LEFT_TURN,1,100.0,0.0
7965,0,LEFT_TURN,1,100.0,0.0
7966,0,LEFT_TURN,1,100.0,0.0
7967,0,LEFT_TURN,1,100.0,0.0
7968,0,LEFT_TURN,1,100.0,0.0
7969,0,LEFT_TURN,1,100.0,0.0
7970,0,LEFT_TURN,1,100.0,0.0
7971,0,LEFT_TURN,1,100.0,0.0
7972,0,LEFT_TURN,1,100.0,0.0
7973,0,LEFT_TURN,1,100.0,0.0
7974,0,LEFT_TURN,1,100.0,0.0
7980,0,LEFT_TURN,1,100.0,0.0
7981,0,LEFT_TURN,1,100.0,0.0
7982,0,LEFT_TURN,1,100.0,0.0
8001,0,LEFT_TURN,1,100.0,0.0
8003,0,LEFT_TURN,1,100.0,0.0
8004,0,LEFT_TURN,1,100.0,0.0
8006,0,LEFT_TURN,1,100.0,0.0
8013,0,LEFT_TURN,1,100.0,0.0
8015,0,LEFT_TURN,1,100.0,0.0
8018,0,LEFT_TURN,1,100.0,0.0
8020,0,LEFT_TURN,1,100.0,0.0
8022,0,LEFT_TURN,1,100.0,0.0
8025,0,LEFT_TURN,1,81.2,0.0
8026,0,LEFT_TURN,1,100.0,0.0
8027,0,LEFT_TURN,1,100.0,0.0
8029,0,RIGHT_TURN,1,100.0,0.0
8030,0,LEFT_TURN,1,100.0,0.0
8031,0,LEFT_TURN,1,100.0,0.0
8040,0,LEFT_TURN,1,100.0,0.0
8041,0,LEFT_TURN,1,100.0,0.0
8072,0,LEFT_TURN,1,100.0,0.0
8105,0,LEFT_TURN,1,100.0,0.0
8107,0,LEFT_TURN,1,100.0,0.0
8125,0,LEFT_TURN,1,100.0,0.0
8126,0,LEFT_TURN,1,100.0,0.0
8129,0,LEFT_TURN,1,100.0,0.0
8130,0,LEFT_TURN,1,100.0,0.0
8135,0,LEFT_TURN,1,100.0,0.0
8136,0,LEFT_TURN,1,100.0,0.0
8142,0,LEFT_TURN,1,100.0,0.0
8148,0,LEFT_TURN,1,100.0,0.0
8150,0,LEFT_TURN,1,100.0,0.0
8151,0,LEFT_TURN,1,100.0,0.0
8161,0,LEFT_TURN,1,100.0,0.0
8163,0,LEFT_TURN,1,100.0,0.0
8164,0,LEFT_TURN,1,100.0,0.0
8165,0,LEFT_TURN,1,100.0,0.0
8166,0,LEFT_TURN,1,100.0,0.0
8169,0,LEFT_TURN,1,100.0,0.0
8171,0,LEFT_TURN,1,100.0,0.0
8172,0,LEFT_TURN,1,100.0,0.0
8174,0,LEFT_TURN,1,100.0,0.0
8179,0,LEFT_TURN,1,100.0,0.0
8187,0,LEFT_TURN,1,100.0,0.0
8197,0,LEFT_TURN,1,100.0,0.0
8209,0,RIGHT_MERGE,1,150.0,0.0
8215,0,LEFT_TURN,1,85.0,0.0
8251,0,LEFT_TURN,1,100.0,0.0
8301,0,LEFT_TURN,1,100.0,0.0
8306,0,LEFT_TURN,1,100.0,0.0
8316,0,LEFT_TURN,1,100.0,0.0
8322,0,LEFT_TURN,1,100.0,0.0
8325,0,LEFT_TURN,1,100.0,0.0
8337,0,LEFT_TURN,1,100.0,0.0
8345,0,LEFT_TURN,1,100.0,0.0
8348,0,LEFT_TURN,1,100.0,0.0
8351,0,LEFT_TURN,1,100.0,0.0
8353,0,LEFT_TURN,1,100.0,0.0
8389,0,LEFT_TURN,1,100.0,0.0
8390,1,RIGHT_TURN,1,100.0,0.0
8457,0,LEFT_TURN,1,300.0,0.0
8459,1,LEFT_TURN,1,100.0,0.0
8464,0,LEFT_TURN,1,155.1,0.0
8467,0,LEFT_TURN,1,65.0,0.0
8485,0,RIGHT_TURN,1,100.0,0.0
8490,0,RIGHT_TURN,1,58.3,0.0
8491,0,LEFT_TURN,1,89.4,0.0
8511,0,LEFT_TURN,1,82.2,0.0
8513,0,LEFT_TURN,1,100.0,0.0
8525,0,LEFT_TURN,1,89.8,0.0
8535,0,LEFT_TURN,1,76.5,0.0
8536,0,LEFT_TURN,1,100.0,0.0
8537,0,LEFT_TURN,1,100.0,0.0
8538,0,LEFT_TURN,1,100.0,0.0
8545,0,LEFT_TURN,1,59.0,0.0
8547,0,LEFT_TURN,1,100.0,0.0
8548,0,LEFT_TURN,1,58.9,0.0
8550,0,LEFT_TURN,1,100.0,0.0
8557,0,LEFT_TURN,1,100.0,0.0
8559,0,LEFT_TURN,1,100.0,0.0
8586,0,LEFT_TURN,1,100.0,0.0
8587,0,LEFT_TURN,1,100.0,0.0
8591,0,LEFT_TURN,1,82.5,0.0
8592,0,LEFT_TURN,1,100.0,0.0
8601,0,LEFT_TURN,1,100.0,0.0
8606,0,LEFT_TURN,1,100.0,0.0
8607,0,LEFT_TURN,1,100.0,0.0
8611,0,LEFT_TURN,1,97.1,0.0
8614,0,LEFT_TURN,1,100.0,0.0
8614,0,RIGHT_TURN,1,100.0,0.0
8622,0,LEFT_TURN,1,94.7,0.0
8625,0,LEFT_TURN,1,100.0,0.0
8628,0,LEFT_TURN,1,100.0,0.0
8630,0,LEFT_TURN,1,100.0,0.0
8631,0,LEFT_TURN,1,100.0,0.0
8632,0,LEFT_TURN,1,100.0,0.0
8641,0,LEFT_TURN,1,100.0,0.0
8645,0,LEFT_TURN,1,81.7,0.0
8648,0,LEFT_TURN,1,100.0,0.0
8654,0,LEFT_TURN,1,100.0,0.0
8658,0,LEFT_TURN,1,75.3,0.0
8659,0,LEFT_TURN,1,100.0,0.0
8660,0,LEFT_TURN,1,100.0,0.0
8663,0,LEFT_TURN,1,100.0,0.0
8667,0,LEFT_TURN,1,61.8,0.0
8668,0,LEFT_TURN,1,100.0,0.0
8676,0,LEFT_TURN,1,100.0,0.0
8680,0,LEFT_TURN,1,100.0,0.0
8682,0,LEFT_TURN,1,100.0,0.0
8683,0,LEFT_TURN,1,100.0,0.0
8690,0,LEFT_TURN,1,100.0,0.0
8710,0,LEFT_TURN,1,100.0,0.0
8713,0,LEFT_TURN,1,100.0,0.0
8716,0,LEFT_TURN,1,100.0,0.0
8719,0,LEFT_TURN,1,52.2,0.0
8720,0,LEFT_TURN,1,100.0,0.0
8729,0,LEFT_TURN,1,75.5,0.0
8734,0,LEFT_TURN,1,100.0,0.0
8737,0,LEFT_TURN,1,85.5,0.0
8757,0,LEFT_TURN,1,90.3,0.0
8758,0,LEFT_TURN,1,93.8,0.0
8772,0,LEFT_TURN,1,100.0,0.0
8774,0,LEFT_TURN,1,100.0,0.0
8778,0,LEFT_TURN,1,100.0,0.0
8789,0,LEFT_TURN,1,100.0,0.0
8801,0,LEFT_TURN,1,100.0,0.0
8808,0,LEFT_TURN,1,100.0,0.0
8811,1,LEFT_TURN,1,100.0,0.0
8825,0,LEFT_TURN,1,100.0,0.0
8825,1,LEFT_TURN,1,100.0,0.0
8826,0,LEFT_TURN,1,100.0,0.0
8827,0,LEFT_TURN,1,100.0,0.0
8829,1,LEFT_TURN,1,100.0,0.0
8830,1,LEFT_TURN,1,100.0,0.0
8832,0,LEFT_TURN,1,100.0,0.0
8834,0,LEFT_TURN,1,100.0,0.0
8836,1,LEFT_TURN,1,100.0,0.0
8837,1,LEFT_TURN,1,100.0,0.0
8838,1,LEFT_TURN,1,100.0,0.0
8839,1,LEFT_TURN,1,100.0,0.0
8840,0,LEFT_TURN,1,100.0,0.0
8840,1,LEFT_TURN,1,100.0,0.0
8841,0,LEFT_TURN,1,91.8,0.0
8843,0,LEFT_TURN,1,100.0,0.0
54249,1,LEFT_MERGE,1,500.0,0.0
54250,1,RIGHT_TURN,1,500.0,0.0
54255,1,LEFT_TURN,1,100.0,0.0
54267,1,LEFT_TURN,1,100.0,0.0
54284,0,LEFT_TURN,1,100.0,0.0
54303,0,LEFT_TURN,1,300.0,0.0
54309,1,LEFT_TURN,1,100.0,0.0
54312,1,LEFT_TURN,1,100.0,0.0
54363,0,LEFT_TURN,1,100.0,0.0
54400,0,LEFT_TURN,1,100.0,0.0
54451,0,RIGHT_TURN,1,88.6,0.0
54505,0,LEFT_TURN,1,100.0,0.0
54505,0,RIGHT_TURN,1,100.0,0.0
54511,0,LEFT_TURN,1,100.0,0.0
54517,0,LEFT_TURN,1,100.0,0.0
54645,0,LEFT_TURN,1,100.0,0.0
54671,1,LEFT_TURN,1,100.0,0.0
54672,0,LEFT_TURN,1,100.0,0.0
54677,1,LEFT_TURN,1,100.0,0.0
54678,1,LEFT_TURN,1,100.0,0.0
54692,0,LEFT_TURN,1,100.0,0.0
54696,0,LEFT_TURN,1,100.0,0.0
54707,0,LEFT_TURN,1,100.0,0.0
54709,1,LEFT_TURN,1,100.0,0.0
54712,0,LEFT_TURN,1,100.0,0.0
54715,0,LEFT_TURN,1,100.0,0.0
54716,0,LEFT_TURN,1,100.0,0.0
54716,1,LEFT_TURN,1,100.0,0.0
54717,1,LEFT_TURN,1,100.0,0.0
54721,0,LEFT_TURN,1,16.1,0.0
54721,1,LEFT_TURN,1,16.1,0.0
54726,0,LEFT_TURN,1,100.0,0.0
54727,0,LEFT_TURN,1,100.0,0.0
54762,1,RIGHT_TURN,1,100.0,0.0
54764,0,LEFT_TURN,1,100.0,0.0
54768,0,LEFT_TURN,1,100.0,0.0
54768,1,LEFT_TURN,1,100.0,0.0
54773,0,LEFT_TURN,1,104.0,0.0
54774,0,LEFT_TURN,1,66.9,0.0
54778,0,LEFT_TURN,1,100.0,0.0
54780,0,LEFT_TURN,1,100.0,0.0
54780,0,RIGHT_TURN,1,100.0,0.0
54781,0,LEFT_TURN,1,100.0,0.0
54782,0,LEFT_TURN,1,100.0,0.0
54782,0,RIGHT_TURN,1,100.0,0.0
54795,0,LEFT_TURN,1,100.0,0.0
54799,0,LEFT_TURN,1,100.0,0.0
54800,0,LEFT_TURN,1,100.0,0.0
54816,1,RIGHT_MERGE,1,60.0,0.0
54818,0,RIGHT_MERGE,1,70.0,0.0
54820,0,LEFT_TURN,1,100.0,0.0
54820,0,RIGHT_TURN,2,100.0,0.0
54820,0,RIGHT_TURN,1,250.0,0.0
54820,1,RIGHT_MERGE,1,250.0,0.0
54825,0,RIGHT_MERGE,1,310.0,0.0
54827,1,RIGHT_MERGE,1,403.0,0.0
54833,1,RIGHT_TURN,1,500.0,0.0
54836,0,LEFT_TURN,1,100.0,0.0
54839,0,LEFT_TURN,1,100.0,0.0
54840,0,LEFT_TURN,1,100.0,0.0
54842,0,RIGHT_TURN,1,100.0,0.0
54843,0,LEFT_TURN,1,100.0,0.0
54852,0,LEFT_TURN,1,100.0,0.0
54866,0,LEFT_TURN,1,100.0,0.0
54869,1,LEFT_TURN,1,87.4,0.0
54876,0,LEFT_TURN,1,100.0,0.0
54881,0,RIGHT_TURN,1,100.0,0.0
54882,1,LEFT_TURN,1,50.4,0.0
54892,0,LEFT_TURN,1,300.0,0.0
54894,0,LEFT_TURN,1,300.0,0.0
54900,0,LEFT_TURN,1,100.0,0.0
54900,1,LEFT_TURN,1,100.0,0.0
54968,0,RIGHT_MERGE,1,263.0,0.0
55017,0,RIGHT_MERGE,1,500.0,0.0
55030,0,RIGHT_MERGE,1,500.0,0.0
55054,1,LEFT_TURN,1,100.0,0.0
55057,0,LEFT_TURN,1,100.0,0.0
55138,0,LEFT_TURN,1,273.1,0.0
55149,0,RIGHT_MERGE,1,500.0,0.0
55160,0,LEFT_TURN,1,100.0,0.0
55160,1,LEFT_TURN,1,100.0,0.0
55162,0,RIGHT_MERGE,1,250.0,0.0
55169,0,LEFT_TURN,1,277.2,0.0
55221,0,LEFT_TURN,1,100.0,0.0
55230,1,LEFT_TURN,1,100.0,0.0
55381,1,RIGHT_TURN,1,100.0,0.0
55404,0,LEFT_TURN,1,100.0,0.0
55409,1,LEFT_TURN,1,100.0,0.0
55409,1,RIGHT_TURN,1,100.0,0.0
55426,0,RIGHT_TURN,1,500.0,0.0
55427,0,RIGHT_MERGE,1,500.0,0.0
55439,0,LEFT_TURN,1,300.0,0.0
55440,0,LEFT_TURN,1,300.0,0.0
55442,0,LEFT_TURN,1,100.0,0.0
55453,0,LEFT_TURN,1,180.6,0.0
55454,0,RIGHT_MERGE,1,500.0,0.0
55459,0,RIGHT_TURN,1,500.0,0.0
55462,0,LEFT_TURN,1,100.0,0.0
55462,1,LEFT_TURN,1,100.0,0.0
55504,0,RIGHT_MERGE,1,500.0,0.0
55506,0,LEFT_TURN,1,167.1,0.0
55568,0,LEFT_TURN,1,100.0,0.0
55572,0,RIGHT_TURN,1,500.0,0.0
55574,0,RIGHT_MERGE,1,500.0,0.0
55626,0,RIGHT_MERGE,1,500.0,0.0
55660,0,LEFT_TURN,1,300.0,0.0
55666,1,LEFT_TURN,1,100.0,0.0
55668,0,LEFT_TURN,1,300.0,0.0
55682,0,RIGHT_MERGE,1,500.0,0.0
55725,1,RIGHT_TURN,1,100.0,0.0
55742,0,LEFT_TURN,1,300.0,0.0
55770,0,RIGHT_MERGE,1,500.0,0.0
55772,0,RIGHT_MERGE,1,500.0,0.0
55820,1,LEFT_TURN,1,100.0,0.0
55828,1,LEFT_TURN,1,100.0,0.0
55878,0,LEFT_TURN,1,100.0,0.0
55880,0,LEFT_TURN,1,100.0,0.0
55880,0,RIGHT_TURN,1,100.0,0.0
55889,0,RIGHT_TURN,1,100.0,0.0
55891,1,LEFT_TURN,1,100.0,0.0
55903,0,RIGHT_MERGE,1,500.0,0.0
55904,0,RIGHT_MERGE,1,500.0,0.0
55933,1,LEFT_TURN,1,100.0,0.0
55950,0,LEFT_TURN,1,100.0,0.0
55951,0,LEFT_TURN,1,100.0,0.0
55970,1,LEFT_TURN,1,58.8,0.0
55999,0,RIGHT_MERGE,1,500.0,0.0
56020,1,LEFT_TURN,1,100.0,0.0
56039,0,RIGHT_MERGE,1,500.0,0.0
56045,1,LEFT_TURN,1,100.0,0.0
56045,1,RIGHT_TURN,1,100.0,0.0
56052,0,LEFT_TURN,1,300.0,0.0
56058,0,LEFT_TURN,1,100.0,0.0
56062,1,LEFT_TURN,1,52.0,0.0
56071,0,RIGHT_MERGE,1,330.0,0.0
56081,0,RIGHT_MERGE,1,338.2,0.0
56083,0,RIGHT_TURN,1,500.0,0.0
56100,0,RIGHT_MERGE,1,500.0,0.0
56147,0,LEFT_TURN,1,100.0,0.0
56159,1,LEFT_TURN,1,100.0,0.0
56160,0,RIGHT_MERGE,1,500.0,0.0
56162,0,RIGHT_MERGE,1,500.0,0.0
56163,0,RIGHT_MERGE,1,500.0,0.0
56165,0,LEFT_TURN,1,257.0,0.0
56171,1,LEFT_TURN,1,100.0,0.0
56172,0,LEFT_TURN,1,250.1,0.0
56180,0,LEFT_TURN,1,100.0,0.0
56180,1,LEFT_TURN,1,100.0,0.0
56181,0,RIGHT_TURN,1,500.0,0.0
56183,0,RIGHT_MERGE,1,500.0,0.0
56186,1,LEFT_TURN,1,100.0,0.0
56211,0,RIGHT_MERGE,1,500.0,0.0
56253,0,RIGHT_MERGE,1,75.0,0.0
56253,1,LEFT_TURN,1,100.0,0.0
56259,0,LEFT_TURN,1,300.0,0.0
56262,0,RIGHT_MERGE,1,500.0,0.0
56288,0,RIGHT_MERGE,1,500.0,0.0
56308,0,LEFT_TURN,1,100.0,0.0
56314,0,LEFT_TURN,1,300.0,0.0
56323,0,LEFT_TURN,1,100.0,0.0
56333,0,LEFT_TURN,1,100.0,0.0
56333,0,RIGHT_TURN,1,100.0,0.0
56334,0,LEFT_TURN,1,100.0,0.0
56345,1,RIGHT_TURN,1,100.0,0.0
56369,0,RIGHT_MERGE,1,500.0,0.0
56374,0,RIGHT_MERGE,1,500.0,0.0
56375,0,RIGHT_MERGE,1,500.0,0.0
56399,0,RIGHT_MERGE,1,250.0,0.0
56414,0,RIGHT_MERGE,1,430.4,0.0
56508,0,RIGHT_MERGE,1,150.0,0.0
56508,1,RIGHT_TURN,1,250.0,0.0
56517,1,LEFT_TURN,1,100.0,0.0
56552,0,LEFT_TURN,1,75.0,0.0
56581,0,LEFT_TURN,1,100.0,0.0
56584,1,LEFT_TURN,1,100.0,0.0
56628,1,RIGHT_TURN,1,100.0,0.0
56633,0,LEFT_TURN,1,300.0,0.0
56636,0,LEFT_TURN,1,100.0,0.0
56636,1,LEFT_TURN,1,100.0,0.0
56666,1,LEFT_TURN,1,100.0,0.0
56674,0,RIGHT_TURN,1,100.0,0.0
56810,0,RIGHT_MERGE,1,500.0,0.0
56814,0,RIGHT_MERGE,1,200.0,0.0
56819,0,RIGHT_MERGE,1,500.0,0.0
56826,0,RIGHT_MERGE,1,255.0,0.0
56831,0,LEFT_TURN,1,100.0,0.0
56852,0,RIGHT_MERGE,1,500.0,0.0
56856,0,RIGHT_MERGE,1,500.0,0.0
56872,0,RIGHT_MERGE,1,500.0,0.0
56878,0,RIGHT_MERGE,1,500.0,0.0
56880,0,RIGHT_MERGE,1,500.0,0.0
56892,0,RIGHT_MERGE,1,500.0,0.0
56893,0,LEFT_TURN,1,52.5,0.0
56894,0,LEFT_TURN,1,246.4,0.0
56906,0,RIGHT_MERGE,1,500.0,0.0
56942,0,RIGHT_MERGE,1,150.0,0.0
56962,0,LEFT_TURN,1,50.1,0.0
56994,0,RIGHT_MERGE,1,500.0,0.0
56996,0,RIGHT_MERGE,1,500.0,0.0
57009,1,RIGHT_MERGE,1,500.0,0.0
57022,1,LEFT_TURN,1,100.0,0.0
57032,0,LEFT_TURN,1,97.2,0.0
57052,0,LEFT_TURN,1,300.0,0.0
57053,0,RIGHT_MERGE,1,500.0,0.0
57056,1,RIGHT_MERGE,1,500.0,0.0
57057,0,RIGHT_MERGE,1,302.0,0.0
57060,1,RIGHT_MERGE,1,500.0,0.0
57065,0,LEFT_TURN,1,300.0,0.0
57067,1,LEFT_TURN,1,100.0,0.0
57086,0,LEFT_TURN,1,100.0,0.0
57092,1,LEFT_TURN,1,100.0,0.0
57098,0,RIGHT_MERGE,1,50.0,0.0
57098,1,LEFT_TURN,1,100.0,0.0
57100,1,LEFT_TURN,1,83.8,0.0
57132,0,LEFT_TURN,1,100.0,0.0
57140,0,LEFT_TURN,1,96.5,0.0
57153,0,LEFT_TURN,1,100.0,0.0
57154,0,LEFT_TURN,1,100.0,0.0
57158,1,LEFT_TURN,1,100.0,0.0
57159,1,LEFT_TURN,1,100.0,0.0
57163,1,LEFT_TURN,1,100.0,0.0
57164,0,LEFT_TURN,1,100.0,0.0
57193,1,LEFT_TURN,1,100.0,0.0
57212,1,RIGHT_MERGE,1,500.0,0.0
57240,0,RIGHT_MERGE,1,500.0,0.0
57268,0,LEFT_TURN,1,100.0,0.0
57275,1,LEFT_TURN,1,100.0,0.0
57276,0,LEFT_TURN,1,100.0,0.0
57298,0,RIGHT_MERGE,1,500.0,0.0
57301,1,LEFT_TURN,1,100.0,0.0
57317,0,LEFT_TURN,1,100.0,0.0
57322,1,LEFT_TURN,1,100.0,0.0
57375,0,RIGHT_TURN,1,500.0,0.0
57379,0,RIGHT_MERGE,1,488.3,0.0
57381,1,RIGHT_MERGE,1,370.5,0.0
57431,0,LEFT_TURN,1,100.0,0.0
57448,0,LEFT_TURN,1,100.0,0.0
57455,0,LEFT_TURN,1,54.4,0.0
57489,0,RIGHT_MERGE,1,272.0,0.0
57492,0,RIGHT_MERGE,1,105.0,0.0
57499,1,RIGHT_MERGE,1,243.0,0.0
57524,1,RIGHT_MERGE,1,265.7,0.0
57530,0,RIGHT_MERGE,1,500.0,0.0
57530,1,RIGHT_TURN,1,500.0,0.0
57580,1,RIGHT_MERGE,1,37.5,0.0
57625,0,LEFT_TURN,1,100.0,0.0
57627,0,LEFT_TURN,1,100.0,0.0
57633,1,LEFT_TURN,1,100.0,0.0
57634,1,LEFT_TURN,1,100.0,0.0
57656,0,RIGHT_MERGE,1,80.9,0.0
57664,1,RIGHT_MERGE,1,46.7,0.0
57704,1,RIGHT_MERGE,1,52.7,0.0
57712,0,RIGHT_MERGE,1,282.0,0.0
57749,1,LEFT_TURN,1,100.0,0.0
57760,1,LEFT_TURN,1,272.6,0.0
57777,0,LEFT_TURN,1,100.0,0.0
57778,1,LEFT_TURN,1,100.0,0.0
57780,1,LEFT_TURN,1,100.0,0.0
57784,1,LEFT_TURN,1,100.0,0.0
